taskSize,taskType,priority,resourceLoad,startupOverhead,actualTime
1,1,2,10.86,2.47,3.819
2,3,3,17.84,7.57,12.589
1,2,5,11.51,0.67,1.378
1,2,4,9.11,8.73,10.777
3,2,1,51.39,9.96,68.847
1,1,1,34.53,8.37,8.177
2,2,3,33.27,9.65,12.147
1,2,1,20.2,2.96,4.193
1,1,2,42.39,3.12,6.358
1,1,1,47.48,9.12,7.362
1,1,2,83.57,5.26,4.374
2,2,1,10.84,6.49,15.652
1,2,4,15.57,2.6,4.496
1,2,4,24.03,1.27,2.561
1,3,5,40.4,3.88,5.63
1,1,2,25.84,1.26,1.157
1,1,1,63.69,7.34,5.509
1,1,1,20.48,5.21,3.928
1,1,1,28.45,4.25,4.717
2,1,3,42.12,0.58,3.055
3,1,1,45.72,9.56,23.24
1,1,2,34.97,5.97,7.079
1,1,1,24.53,2.4,3.568
1,1,5,35.66,3.92,8.79
2,2,2,52.01,1.41,9.702
1,1,1,30.58,5.03,4.764
1,1,1,2.47,9.88,10.461
2,2,5,31.92,4.92,9.555
1,1,2,43.79,3.3,4.378
1,2,2,6.94,5.45,6.189
2,1,1,62.68,7.51,21.972
2,1,1,10.11,3.42,7.72
1,1,1,11.06,9.58,7.276
1,1,1,12.0,8.29,9.167
1,2,1,26.58,2.5,3.294
1,1,5,57.66,3.6,4.423
2,2,1,69.01,6.73,18.234
2,3,1,32.84,9.96,18.695
1,3,2,4.01,5.32,5.899
1,3,2,24.35,0.47,1.423
1,1,1,14.36,4.84,5.725
2,2,1,29.07,1.73,6.141
1,1,2,64.61,9.38,7.988
2,2,1,19.56,2.18,7.154
2,1,5,8.33,4.43,6.784
1,3,2,11.0,8.02,8.194
2,1,1,10.67,6.7,10.051
2,3,1,20.73,4.13,9.972
1,1,5,46.61,4.75,5.451
1,1,3,19.11,9.15,8.001
1,2,1,2.74,8.96,8.958
1,2,3,48.91,3.28,4.663
1,1,2,44.08,4.5,4.35
1,1,1,24.03,8.75,14.386
2,3,1,41.94,3.66,11.185
1,1,2,38.54,1.48,2.344
1,2,4,9.97,1.38,1.757
3,1,1,42.67,5.67,23.873
1,1,1,10.62,4.95,7.114
1,2,1,3.79,3.98,4.877
3,1,1,7.02,0.25,15.862
1,2,4,53.58,9.74,11.51
1,1,1,56.78,5.09,2.654
1,1,1,41.74,5.68,5.26
2,1,4,44.89,8.73,10.618
2,1,3,75.49,4.13,15.985
2,3,1,28.36,7.03,12.748
1,1,1,27.69,3.19,3.88
3,2,1,29.73,4.44,32.298
1,3,1,19.02,0.39,1.18
2,1,2,31.82,5.68,8.351
1,2,5,73.23,3.43,2.113
1,2,2,11.74,4.58,5.553
3,1,3,30.22,2.46,15.196
2,2,1,57.09,0.89,7.756
1,3,2,13.34,2.55,3.221
2,1,1,35.99,4.68,9.311
1,1,2,32.1,3.1,3.296
1,3,2,3.02,6.46,11.007
1,1,1,52.5,1.5,1.646
1,1,4,70.66,0.64,1.263
1,1,2,44.01,2.59,4.364
2,2,3,24.76,2.14,7.11
2,3,1,25.75,2.22,6.123
1,2,1,18.4,2.31,3.795
1,2,1,32.44,9.68,10.806
1,1,1,57.7,7.91,11.878
3,2,3,21.1,9.35,25.261
2,1,1,22.59,7.75,10.042
3,3,2,11.5,7.44,26.265
2,1,2,49.85,0.67,8.407
2,2,4,45.96,6.08,11.705
1,1,1,18.06,2.85,3.26
2,2,1,24.9,1.36,8.823
2,2,3,19.8,3.85,11.543
1,1,1,18.79,3.99,3.239
1,1,1,16.99,2.86,4.007
1,1,2,48.46,2.78,3.942
1,1,1,29.01,9.6,23.718
3,1,1,41.97,7.81,21.695
1,3,3,48.41,1.51,3.485
1,1,1,28.79,6.2,9.746
1,1,1,2.63,6.23,8.362
1,1,4,3.97,7.58,6.884
2,1,4,23.55,5.86,9.355
1,3,2,22.66,5.16,9.269
1,2,2,31.01,2.78,3.526
3,1,1,56.54,2.5,37.325
1,2,1,31.03,4.59,4.834
1,1,1,74.03,6.26,6.117
1,1,1,4.35,0.72,0.967
1,1,2,41.06,3.44,3.662
1,1,5,26.01,4.01,5.118
2,2,1,20.15,7.71,17.741
1,1,1,13.63,2.92,2.891
2,1,2,23.3,4.45,9.756
1,1,1,14.96,5.16,8.624
1,2,3,21.9,3.69,3.941
2,1,2,32.73,8.63,14.665
2,1,5,35.35,9.59,14.692
3,1,2,48.74,4.75,36.634
1,1,2,70.24,4.16,5.642
1,2,1,26.6,8.75,8.914
3,1,3,4.46,8.56,24.176
1,3,2,32.42,0.36,0.955
2,2,1,29.9,3.18,17.395
1,2,1,6.15,9.6,10.375
1,1,2,22.22,7.23,8.839
3,1,3,12.83,2.06,14.485
3,2,3,30.77,4.0,31.334
3,1,4,32.09,3.63,12.865
2,1,1,10.68,2.74,6.031
1,2,2,17.16,8.57,7.669
1,2,3,19.93,9.71,9.276
1,2,3,13.76,2.11,2.779
2,1,2,25.45,1.46,4.144
2,3,5,69.11,2.44,9.519
2,2,4,18.24,7.55,13.75
1,1,1,15.27,3.14,3.909
1,1,3,10.92,8.59,11.058
2,1,1,21.56,1.69,3.337
3,1,2,78.04,6.42,34.167
1,1,1,65.61,8.87,12.337
1,2,2,20.8,5.36,7.19
3,1,2,77.37,1.4,53.641
2,3,5,50.47,2.34,5.066
2,1,1,51.26,3.34,7.673
3,2,2,23.75,2.88,21.754
2,2,3,33.63,0.76,6.997
2,3,4,34.48,8.08,12.8
2,3,1,31.01,1.84,7.787
1,3,1,58.43,7.08,10.796
1,1,1,29.82,8.47,20.04
1,1,4,48.15,0.33,0.607
2,3,1,37.04,1.84,6.74
1,3,3,5.98,4.77,5.742
3,3,1,46.97,6.99,48.804
1,2,1,28.25,0.84,3.854
2,3,1,56.22,4.82,15.416
1,1,3,13.32,8.9,7.547
1,1,1,44.53,5.2,3.976
1,3,2,33.31,2.06,4.01
2,1,1,24.23,1.36,4.683
1,3,3,24.32,3.65,5.253
1,1,4,9.2,6.23,7.757
2,2,4,9.53,1.69,5.535
2,1,2,28.03,1.3,5.133
2,2,1,14.24,9.84,18.596
2,3,1,32.53,7.31,9.083
2,2,2,43.32,1.92,6.459
1,3,1,28.82,2.04,1.962
1,1,5,44.51,2.73,3.584
1,1,4,68.64,1.54,1.82
1,3,1,17.93,9.67,12.376
1,3,1,19.08,9.46,8.905
2,1,4,38.79,3.84,6.922
2,3,1,26.07,6.04,14.142
1,2,2,26.57,6.86,9.476
2,1,1,52.85,3.58,8.119
1,1,2,6.38,8.74,11.913
1,3,2,6.13,8.44,8.774
1,3,4,19.78,2.62,2.565
2,1,2,61.47,6.51,8.533
2,1,1,63.67,6.93,17.397
1,1,1,10.77,8.21,9.282
2,3,2,32.26,2.24,7.745
2,3,1,16.37,2.23,9.275
1,1,2,19.24,1.82,2.514
2,3,3,21.57,6.18,11.233
1,1,1,9.88,6.14,6.833
1,2,1,16.34,4.46,7.94
1,2,2,66.02,7.29,10.774
1,1,1,29.16,1.26,2.322
2,1,1,35.58,3.28,9.29
1,1,1,38.11,2.16,3.799
1,3,1,38.56,8.15,4.945
1,1,1,18.96,3.05,3.822
2,1,1,40.85,2.31,7.101
1,1,3,4.62,8.26,12.482
2,3,2,47.81,4.18,9.339
1,1,1,27.49,4.07,5.016
1,3,2,15.91,0.34,1.088
1,2,1,31.48,3.14,4.854
3,2,2,22.51,2.89,51.379
1,1,3,15.51,9.62,13.366
1,1,5,49.53,8.35,12.42
1,3,1,20.6,9.41,10.096
1,2,3,69.32,3.45,6.621
1,1,4,35.29,6.33,4.715
1,2,2,32.66,2.68,4.634
2,1,2,27.89,4.45,12.956
2,1,1,28.37,4.05,7.229
1,1,1,17.07,4.71,4.857
1,2,4,13.86,3.3,4.41
1,2,2,18.56,4.69,7.124
3,3,2,36.04,5.5,42.171
1,1,1,42.69,5.92,6.477
1,3,2,23.35,4.59,2.581
2,1,5,58.49,3.93,2.865
1,1,1,11.8,6.18,12.897
1,2,1,17.71,1.58,4.35
3,1,1,65.83,3.63,57.872
1,1,3,4.09,0.22,0.553
1,1,2,35.5,4.89,7.101
2,3,1,28.86,5.79,19.926
1,2,1,4.08,0.45,2.192
1,3,1,17.23,4.39,4.722
2,2,3,50.66,5.68,7.957
2,2,1,30.52,1.67,7.833
2,1,1,37.18,8.1,16.11
1,1,1,66.74,5.33,5.061
1,1,2,25.31,1.6,2.887
3,1,2,4.73,2.83,19.768
2,1,2,10.3,0.23,2.991
1,1,3,17.39,4.76,5.618
2,3,2,25.43,0.41,6.714
1,1,1,44.88,9.58,7.354
3,1,3,18.04,0.39,9.425
2,2,1,24.91,1.13,5.317
2,1,1,8.7,6.97,7.914
1,2,1,36.84,3.8,5.042
2,3,1,17.25,9.7,13.699
1,1,3,26.81,4.47,4.628
1,1,1,55.74,7.94,5.559
1,3,2,11.36,4.78,5.45
2,3,1,23.66,8.13,19.124
2,1,1,54.76,8.5,24.798
1,1,1,55.83,5.16,3.777
1,1,1,33.65,1.52,1.196
1,3,3,30.07,6.67,4.592
1,1,3,17.59,3.48,5.271
1,3,2,15.15,3.39,5.027
2,1,1,0.91,2.45,5.391
1,1,4,13.55,6.0,6.27
1,1,2,15.26,1.15,1.983
1,2,2,20.15,6.2,8.431
1,3,1,13.8,1.74,4.204
1,1,1,5.73,0.88,2.036
2,1,3,4.63,8.15,8.858
1,2,1,7.83,8.03,9.814
1,1,1,26.45,7.78,5.92
1,1,4,34.22,9.0,10.424
1,1,2,42.98,8.43,8.473
2,1,4,44.08,0.83,2.094
2,2,3,12.84,7.74,15.482
2,1,4,32.73,10.0,12.527
1,1,1,28.6,6.78,5.335
1,1,2,39.42,9.84,11.046
1,1,2,57.76,3.06,3.339
2,2,1,43.71,2.64,10.767
1,1,1,13.2,7.43,6.981
2,1,1,47.02,4.19,11.719
3,1,3,14.85,9.41,16.978
2,2,5,31.52,7.34,21.649
1,1,3,11.54,9.22,9.044
2,1,2,29.04,3.52,5.929
1,2,5,19.85,9.55,11.247
3,3,3,40.7,1.1,28.187
1,1,1,17.49,3.02,2.154
2,1,5,34.66,5.68,8.018
1,2,4,13.56,5.49,6.2
2,3,4,15.38,3.78,5.286
1,2,3,20.91,2.64,4.021
1,1,3,9.74,5.88,5.727
1,3,5,18.46,0.56,0.752
1,2,1,79.49,0.8,3.833
1,3,5,23.12,5.66,5.763
2,1,2,23.39,8.32,11.421
1,2,2,55.18,4.14,7.01
2,1,1,36.27,8.03,9.422
1,1,2,12.84,5.87,8.428
2,3,3,17.5,0.43,5.598
3,2,1,34.55,2.9,40.471
1,2,1,42.51,3.27,6.035
3,2,2,28.77,5.07,44.454
2,1,1,1.2,3.38,6.457
1,3,2,30.82,9.2,10.375
1,2,5,23.01,3.13,3.788
3,2,2,17.79,8.49,39.021
2,1,3,17.58,6.36,6.852
1,1,3,9.09,3.21,2.894
1,1,2,40.1,6.4,7.962
1,2,2,25.03,6.51,10.311
1,1,1,11.22,5.97,7.184
1,1,2,22.5,8.02,9.04
3,2,2,46.3,1.95,54.451
2,1,1,24.69,4.42,6.596
1,1,4,37.42,5.24,5.358
1,2,3,27.0,4.05,5.713
1,1,4,21.21,7.9,6.929
3,3,1,14.88,0.92,21.622
2,2,2,32.73,3.96,7.789
2,3,1,37.88,1.82,6.32
2,1,1,18.41,4.59,6.434
1,2,4,25.86,1.1,1.46
1,2,1,34.78,4.88,7.605
2,1,2,28.29,2.33,6.617
2,1,3,49.66,0.82,3.49
2,1,5,55.27,2.13,6.241
2,3,1,23.19,8.3,12.77
1,3,1,33.87,8.51,11.23
1,3,1,6.9,6.46,5.545
2,3,5,45.24,9.2,14.828
1,1,3,39.74,1.27,2.121
1,2,1,56.24,3.78,9.186
2,1,1,15.05,3.33,7.506
1,1,1,10.51,8.79,8.447
2,1,2,56.87,9.82,14.065
1,2,1,11.57,9.57,8.84
2,3,1,10.63,3.26,8.553
3,1,1,38.37,9.67,38.355
1,3,2,26.84,5.07,8.02
3,1,3,15.02,4.11,14.847
2,2,1,34.69,3.36,21.008
2,1,1,11.1,7.59,10.442
2,2,1,53.93,1.78,11.185
1,1,1,55.88,2.83,3.277
1,3,1,0.28,9.93,10.482
1,1,1,18.64,2.9,3.29
2,1,4,14.53,5.81,11.165
1,3,1,23.26,4.11,7.39
1,1,5,37.1,3.13,2.716
3,1,2,56.22,0.36,22.436
3,1,2,30.42,0.32,38.805
2,1,1,62.29,0.74,6.849
1,2,1,17.6,2.97,5.477
2,2,4,31.46,5.78,8.911
3,1,1,1.65,3.33,22.839
1,1,2,29.2,5.53,7.488
1,1,1,47.87,6.12,5.12
3,1,5,3.93,3.99,10.287
1,1,4,42.89,4.36,5.126
2,1,1,25.44,6.91,8.132
1,2,1,29.73,2.49,2.734
1,1,3,22.39,2.34,3.233
1,1,2,32.13,5.93,13.207
2,1,3,61.37,8.2,8.667
2,2,2,39.56,2.54,9.746
3,3,2,40.58,8.67,42.883
1,1,1,72.45,2.48,6.198
3,2,2,26.62,7.89,36.155
1,3,1,25.04,5.19,6.201
1,3,2,39.28,4.71,6.26
3,1,1,48.3,8.17,43.4
1,2,2,19.76,6.47,6.928
1,2,2,13.54,0.23,1.395
1,1,1,46.6,6.43,5.714
2,3,1,8.82,7.98,12.481
2,1,2,2.89,3.49,9.617
3,3,2,28.78,2.81,29.961
1,1,4,28.93,3.48,3.121
1,1,2,18.1,4.84,4.475
1,2,1,20.82,8.83,9.304
3,3,2,58.26,8.51,22.679
1,2,4,32.05,2.86,4.183
1,3,1,31.39,2.36,4.073
1,2,3,11.55,3.67,4.251
1,2,2,58.18,1.86,2.478
2,1,3,9.89,1.69,2.481
1,1,1,26.44,3.01,3.519
2,2,2,14.08,7.7,15.313
1,1,2,32.58,4.08,5.304
1,3,4,65.4,6.0,10.581
2,1,1,46.63,5.45,6.001
2,1,4,27.5,5.08,9.655
1,1,3,6.83,4.73,5.613
2,1,1,11.54,9.5,17.414
2,1,4,6.33,2.3,4.391
2,3,4,20.23,6.41,6.673
2,1,5,50.15,9.54,16.284
2,1,1,43.97,7.59,11.226
1,2,1,46.21,9.09,14.208
1,3,3,13.86,4.04,5.843
1,3,1,43.09,5.47,12.444
1,1,2,16.35,2.84,2.475
2,1,1,1.81,1.67,6.334
2,1,2,8.09,2.36,6.031
1,3,4,34.0,9.65,12.037
3,3,1,42.71,6.86,29.599
3,2,1,29.25,3.18,28.82
1,2,1,8.39,0.5,1.068
1,1,1,41.74,9.54,10.162
1,3,1,34.76,4.08,7.863
3,1,3,11.85,4.38,13.313
1,3,3,25.1,0.28,0.894
2,1,3,9.01,8.03,11.567
3,1,1,10.61,3.92,19.358
2,2,3,29.51,9.95,10.604
2,1,5,15.83,5.83,8.378
1,3,1,4.85,3.99,6.798
1,1,2,28.73,5.58,5.821
1,1,1,32.85,9.48,15.486
2,2,2,49.54,1.66,7.952
1,2,2,22.28,7.32,6.043
1,1,4,36.27,2.9,3.055
2,2,2,27.63,1.74,6.648
1,1,1,35.2,8.05,8.909
2,3,2,21.22,2.06,7.524
1,2,4,38.93,6.65,9.38
1,3,1,13.24,2.01,3.002
1,2,1,20.79,8.89,10.424
2,2,1,28.43,6.39,12.142
1,2,1,36.93,5.54,6.999
1,2,2,35.79,4.71,8.29
2,1,2,3.18,3.94,8.405
1,1,1,13.6,5.71,5.301
1,1,2,48.82,0.97,1.104
1,3,2,40.63,2.1,3.982
3,3,1,32.04,2.15,25.792
2,1,1,19.02,8.9,13.025
1,1,1,29.41,8.93,9.08
2,1,1,14.31,8.65,16.316
1,3,2,40.57,2.07,3.368
1,1,4,21.63,7.19,7.603
1,3,5,24.82,7.87,9.536
2,1,1,28.02,7.66,12.499
2,2,2,30.34,9.5,20.74
1,3,1,0.58,8.02,10.371
1,2,4,31.68,2.64,2.622
2,1,2,13.89,4.43,7.769
1,3,3,59.42,0.2,1.659
1,3,1,25.23,4.33,3.56
3,1,1,30.76,5.61,21.605
3,2,4,25.37,2.35,29.922
3,2,1,57.96,8.41,62.259
2,2,4,25.41,7.01,8.744
1,1,2,39.18,9.14,8.451
1,3,5,23.18,7.2,7.412
3,1,3,55.88,0.91,21.795
1,1,2,11.44,2.07,2.816
1,2,1,37.4,1.25,2.134
1,1,2,7.86,5.58,5.439
2,1,1,52.74,8.36,12.391
1,3,2,21.99,1.34,2.264
2,1,1,34.42,0.41,2.348
2,2,1,55.37,4.77,15.507
1,3,1,45.34,9.04,13.866
2,3,4,6.42,5.69,11.179
2,2,2,11.31,0.3,6.655
1,2,1,35.75,8.65,16.331
1,1,3,13.46,0.22,0.519
2,1,5,5.79,8.22,7.861
1,1,1,12.79,8.08,12.499
1,1,4,9.37,4.35,4.565
3,1,4,54.54,3.71,29.932
1,3,1,37.95,7.55,10.872
1,3,1,35.88,6.69,7.048
1,2,1,7.66,8.6,10.321
1,2,4,7.5,1.92,1.904
1,2,3,29.99,8.62,5.817
1,1,3,22.97,2.49,2.589
2,3,2,20.42,9.62,14.732
2,1,5,5.2,9.15,9.401
1,2,2,43.45,7.33,4.918
2,1,2,30.73,0.41,2.931
1,2,3,17.97,8.48,8.473
1,2,1,35.31,9.1,14.578
2,1,1,35.32,9.21,14.587
2,2,2,16.27,6.54,13.722
3,2,1,30.08,4.48,37.898
1,1,4,58.0,4.81,3.79
3,2,3,26.76,9.32,31.563
1,1,1,35.97,9.14,8.543
1,1,3,15.74,6.66,5.515
1,2,1,12.42,6.08,4.955
2,1,2,34.14,2.75,6.416
1,1,1,5.64,1.79,2.159
1,1,3,9.34,8.78,10.204
3,2,3,32.19,1.52,20.413
2,1,1,30.96,6.43,8.034
1,3,2,63.7,5.02,5.294
1,3,1,16.9,6.2,4.175
2,2,3,12.73,7.89,7.436
3,2,5,12.88,1.18,15.607
2,1,1,20.3,8.98,12.114
1,1,1,33.41,1.52,2.326
1,2,4,37.6,2.34,6.863
1,1,3,3.01,2.22,2.737
3,3,2,9.76,3.75,23.012
2,2,2,12.46,2.46,11.032
2,1,2,35.36,0.84,4.111
1,1,1,23.65,0.24,1.033
1,3,2,34.96,4.42,6.827
2,1,1,25.37,8.0,10.252
2,1,1,39.59,9.76,14.897
1,1,1,37.11,0.57,1.463
2,3,2,12.57,8.39,13.577
1,1,1,30.9,8.78,9.356
2,2,1,24.27,4.18,12.906
2,3,2,24.13,1.48,5.706
1,1,1,10.19,1.89,3.863
2,2,2,22.19,3.36,10.663
1,2,1,52.86,9.87,14.185
1,1,1,51.89,4.74,5.929
3,1,3,18.46,3.39,15.883
3,1,1,21.64,3.87,11.651
1,1,2,21.11,6.91,9.195
2,3,3,38.5,1.93,4.975
1,1,3,29.09,6.74,5.497
2,1,1,25.02,0.9,6.359
1,3,1,50.83,2.35,3.535
1,3,1,55.6,1.61,4.029
1,2,4,29.95,5.18,5.354
3,1,1,37.66,1.67,15.517
3,3,1,43.0,2.51,43.427
1,1,1,60.39,4.52,5.964
1,2,1,23.65,9.06,10.428
1,1,1,53.25,9.63,20.554
1,3,2,24.29,1.71,2.747
1,2,2,50.89,6.18,7.751
2,3,1,52.9,5.63,12.747
1,3,1,33.41,9.43,18.973
1,2,3,49.17,0.28,1.799
3,1,4,19.15,1.29,8.811
1,2,2,30.73,0.32,0.822
1,3,1,13.17,5.32,6.2
3,1,1,45.42,5.03,21.468
2,1,1,54.15,8.88,16.951
1,2,1,29.73,0.8,1.355
1,2,2,29.32,0.27,2.838
2,1,4,25.89,0.45,2.981
1,1,2,31.43,9.26,7.303
1,2,2,4.56,4.42,5.706
1,1,2,33.23,2.76,2.66
2,3,1,28.58,9.63,17.957
1,2,2,23.36,3.59,3.698
1,2,1,8.51,3.29,5.436
2,1,3,68.64,9.98,13.774
1,2,1,12.68,8.79,11.101
2,3,2,17.45,1.56,6.581
3,1,1,8.29,0.46,15.112
2,2,1,22.93,2.28,10.421
1,1,2,44.84,0.25,0.694
3,1,5,15.0,2.41,13.767
1,3,4,44.39,5.15,5.806
1,1,2,22.32,3.54,3.512
1,1,1,26.05,1.61,2.509
2,2,1,40.75,0.53,6.807
1,1,1,11.2,4.86,4.836
1,2,2,38.3,9.85,16.015
1,1,3,3.45,0.63,1.192
1,3,3,19.25,2.54,2.094
2,3,1,19.31,9.53,14.247
1,2,3,25.28,6.58,10.822
1,2,4,32.49,9.01,8.566
1,2,1,22.07,4.39,8.031
3,2,4,5.25,1.0,21.73
1,1,3,52.72,3.11,3.002
1,1,1,21.99,8.08,6.346
1,3,2,29.41,7.9,12.639
3,2,3,35.56,3.7,37.369
2,1,1,20.77,3.14,8.43
1,1,2,47.31,7.05,3.907
1,2,3,14.74,4.81,8.835
1,2,1,16.46,2.94,3.705
1,3,5,41.74,5.46,8.01
2,1,5,21.6,8.06,12.065
1,2,1,22.54,9.51,16.392
1,1,1,9.77,8.56,7.44
2,1,4,8.67,4.01,7.926
1,3,3,24.68,2.36,4.437
1,1,1,7.08,4.18,4.333
1,1,1,28.91,6.62,10.791
2,1,1,15.51,4.58,5.514
2,2,2,14.47,8.75,16.256
2,1,1,34.31,6.01,8.082
2,1,2,19.84,3.13,4.801
1,2,1,5.38,6.38,6.113
1,2,1,16.06,4.22,4.45
1,3,1,59.04,7.92,7.351
1,1,1,14.84,6.13,8.022
2,3,3,59.43,5.61,17.675
1,2,2,8.52,5.26,7.028
1,1,2,13.28,8.73,10.256
1,2,2,26.2,8.79,6.535
2,1,3,21.76,4.05,4.6
2,3,4,29.77,9.89,11.644
2,1,2,45.87,7.15,5.006
1,1,1,42.56,6.66,7.603
3,2,2,21.11,6.13,26.867
2,1,4,24.2,4.61,6.613
2,2,5,7.18,5.21,8.519
2,1,2,17.69,4.13,11.576
1,1,1,24.0,5.92,8.724
2,2,3,7.31,3.97,7.649
3,2,1,18.04,8.21,46.489
1,3,1,31.68,4.11,3.926
1,2,4,31.94,2.11,2.779
1,2,1,3.03,5.33,6.214
3,3,2,19.98,1.37,23.443
1,1,3,48.59,6.28,8.022
3,3,2,10.67,8.31,35.451
2,1,4,30.52,3.63,3.455
1,3,2,23.02,0.35,0.958
1,2,1,14.78,8.72,9.366
1,3,1,30.76,8.17,12.911
1,1,4,22.8,3.35,3.743
1,3,3,2.38,7.78,7.248
1,3,1,10.46,7.48,7.925
1,1,1,65.91,8.71,8.094
1,2,2,62.26,2.84,5.118
2,1,1,28.15,1.93,6.172
1,2,1,27.75,1.59,3.478
3,3,2,23.17,4.96,18.373
1,2,3,50.33,4.69,7.448
2,2,2,61.05,8.53,26.259
1,3,1,27.51,0.22,0.71
1,2,4,11.79,7.14,14.141
2,1,1,55.88,7.98,26.866
3,2,1,26.66,7.15,47.224
1,3,5,32.99,6.43,6.458
1,2,2,21.93,3.46,4.127
2,1,1,23.7,7.69,12.917
3,3,2,31.55,1.61,36.179
2,3,3,8.2,3.33,5.918
1,1,3,20.86,6.1,6.914
1,1,1,29.78,6.55,10.291
3,1,1,47.94,9.4,33.015
1,3,1,9.46,9.5,8.529
1,2,1,11.8,4.87,7.371
2,1,5,19.61,0.23,1.47
1,1,2,40.09,5.52,5.081
1,2,2,31.53,5.66,5.828
2,3,1,19.14,7.19,10.507
3,1,2,27.5,2.72,22.237
2,3,2,15.86,6.84,8.852
1,2,5,54.03,4.88,6.002
2,2,2,17.33,1.34,7.154
2,1,2,13.62,6.82,11.064
1,1,2,11.1,9.72,10.206
1,2,1,11.3,1.29,2.059
3,1,1,38.07,7.05,28.341
1,2,2,7.79,4.23,3.958
1,2,3,56.32,4.15,8.7
2,2,2,50.03,1.27,8.735
2,2,2,8.47,7.93,18.436
1,1,1,29.23,8.9,17.214
2,2,1,43.34,3.19,10.254
2,2,4,29.52,1.98,5.294
2,1,5,43.62,2.32,3.109
2,2,1,20.9,6.28,11.904
1,1,1,12.95,5.51,4.974
2,1,3,11.75,5.72,9.362
1,1,1,34.27,0.21,1.418
1,2,4,36.82,2.83,3.645
1,2,1,47.16,5.44,12.026
1,2,4,28.52,2.43,3.457
1,1,3,34.7,0.36,0.802
1,1,1,18.34,2.69,3.878
1,1,2,41.83,3.46,3.213
2,1,2,12.08,8.52,10.509
1,3,2,40.86,5.57,5.141
2,1,1,14.01,6.9,14.479
2,1,2,23.56,7.62,9.722
1,1,2,34.77,6.92,11.567
3,2,2,48.84,7.0,64.597
1,1,3,26.97,4.52,4.288
2,1,1,31.91,5.42,6.91
1,2,1,45.51,9.85,10.637
2,2,4,35.43,7.88,8.217
2,1,1,47.23,7.18,13.478
1,3,1,16.88,4.49,5.808
3,2,1,50.98,8.68,34.836
1,1,1,42.51,8.21,13.329
2,1,2,14.03,4.84,8.23
1,2,2,54.94,2.87,3.769
1,1,5,31.9,5.13,5.349
2,3,1,32.23,9.95,13.663
1,2,2,21.91,9.03,10.382
2,1,2,53.68,8.17,9.215
2,1,1,38.33,4.27,6.95
2,1,2,53.98,4.27,8.488
1,1,5,22.49,4.89,4.906
3,2,1,57.02,7.15,38.177
2,1,5,28.89,7.19,6.379
2,3,1,17.05,4.54,8.789
1,1,2,15.94,1.65,2.021
1,1,2,25.69,1.23,2.029
1,2,2,32.39,2.11,3.518
2,2,1,43.69,9.9,19.454
1,1,1,27.71,3.04,4.279
1,3,1,31.27,6.66,4.789
1,3,3,75.3,3.64,2.82
1,1,1,3.46,5.42,6.314
2,1,4,15.78,2.06,3.462
2,1,1,44.89,7.46,7.812
3,1,1,45.34,2.71,29.032
1,2,1,5.27,7.46,7.131
1,2,3,22.07,4.53,6.38
1,3,4,44.69,2.59,6.719
2,1,2,24.02,7.57,9.558
3,2,2,22.32,2.4,41.241
1,2,1,13.8,4.1,4.612
1,1,1,20.06,3.02,4.356
3,3,1,19.44,7.87,32.094
1,2,4,21.44,5.78,5.329
1,2,4,55.32,9.38,11.04
1,1,4,10.23,1.19,1.839
1,3,1,33.99,9.13,11.753
1,2,2,33.71,5.37,6.937
2,1,1,8.22,9.0,7.066
2,1,1,29.4,7.99,9.427
1,1,1,31.6,6.72,8.396
2,3,4,11.02,2.79,4.703
1,3,1,16.86,4.11,4.844
1,2,3,24.98,6.23,10.034
1,2,2,15.52,0.89,3.393
1,2,1,43.83,5.99,6.607
3,1,1,30.57,5.79,30.916
1,1,4,22.78,8.83,11.214
1,1,1,57.69,0.61,1.635
2,1,1,45.6,8.34,13.482
1,3,2,12.91,3.3,3.861
1,1,5,59.62,8.94,7.832
1,1,2,14.98,2.21,3.567
1,3,1,13.1,6.22,10.415
1,1,1,15.32,2.46,2.564
2,1,1,30.38,1.42,8.54
1,2,2,4.82,6.65,9.147
1,1,1,42.92,8.08,12.9
2,1,2,3.76,3.49,6.77
1,1,1,16.47,9.99,11.73
1,3,1,14.56,9.41,12.563
1,1,4,3.06,4.25,5.382
1,1,2,42.59,6.78,8.384
1,2,2,6.49,0.15,1.428
1,1,2,60.54,8.33,3.837
1,2,1,14.58,5.97,7.787
1,1,1,45.83,4.09,5.72
2,3,1,40.54,4.96,9.355
1,2,5,14.7,5.16,8.78
1,2,1,17.77,1.9,3.308
1,2,2,57.88,8.85,17.169
1,1,1,11.89,1.52,2.402
1,1,4,39.63,9.04,11.23
1,1,1,40.28,5.45,4.842
1,2,2,37.19,5.41,7.298
3,1,1,11.48,4.11,22.477
2,1,1,34.19,6.0,9.778
1,2,4,11.42,9.63,8.974
2,1,1,10.38,7.28,9.272
1,3,3,16.98,6.06,5.193
2,2,1,18.31,1.01,7.134
2,1,1,29.73,0.63,4.208
2,1,4,24.67,7.65,8.605
1,1,2,55.07,3.29,4.138
2,1,1,9.73,3.6,7.784
1,2,4,15.26,3.08,4.297
2,3,3,41.54,2.41,10.285
1,1,2,31.06,9.01,10.875
1,1,1,15.24,5.99,7.024
1,1,4,49.61,3.32,2.999
1,1,2,49.4,0.64,2.809
1,1,1,18.87,6.2,14.174
1,1,4,44.99,9.91,9.217
1,2,2,39.84,2.28,3.126
