taskSize,taskType,priority,resourceLoad,startupOverhead,actualTime
2,2,2,19.77,9.73,19.605
1,3,1,16.51,8.32,10.295
1,2,2,41.96,5.02,7.002
3,1,2,16.35,1.06,12.583
1,1,3,23.7,4.02,3.753
1,1,3,40.14,4.82,6.44
1,3,2,21.4,8.4,6.863
1,1,2,25.79,4.4,6.751
3,3,1,4.21,0.24,26.722
1,1,1,41.13,3.71,6.305
1,3,1,49.91,3.65,6.043
1,1,1,22.67,6.7,5.913
1,2,3,39.75,2.52,2.804
1,2,5,13.97,1.62,3.082
2,2,2,20.19,4.18,10.63
1,2,1,16.24,6.1,8.743
2,1,1,23.52,2.84,8.831
2,1,1,24.72,4.47,13.731
1,1,4,26.63,7.03,6.061
2,2,2,36.36,6.27,18.399
2,2,4,22.78,0.12,2.783
2,1,1,18.41,0.72,3.818
1,2,2,6.66,4.79,4.512
1,1,2,13.27,0.92,1.703
1,1,1,2.51,8.16,12.751
2,1,2,24.75,6.11,7.687
1,2,3,9.82,0.52,0.973
1,1,1,31.36,5.43,4.716
1,3,1,31.08,3.72,3.367
1,2,2,21.43,0.47,0.833
2,2,5,20.65,8.65,13.66
2,1,5,6.69,1.08,3.059
2,2,1,22.58,9.41,13.488
1,3,3,13.52,6.83,8.368
1,2,3,22.94,6.0,8.255
2,1,4,57.65,6.25,17.172
1,1,1,24.23,8.1,9.543
2,1,5,19.51,4.11,4.595
1,1,3,20.78,0.35,1.063
1,2,2,20.36,7.79,6.905
1,1,1,44.61,0.22,1.262
2,3,1,57.94,1.1,15.154
1,1,1,17.33,3.12,4.028
2,2,4,36.88,8.98,17.005
1,3,3,57.26,0.14,0.764
1,1,4,18.76,1.06,2.102
2,1,2,13.36,6.03,4.792
1,2,4,15.58,2.35,4.753
1,1,4,17.32,2.89,5.534
3,2,1,13.54,6.03,32.451
2,3,1,36.0,1.87,6.207
1,2,3,11.02,6.91,7.59
2,3,2,12.15,5.87,12.669
1,1,1,29.66,4.93,3.69
1,1,3,16.19,4.81,5.068
1,1,1,7.65,8.29,9.652
1,2,2,19.97,3.67,7.102
1,1,4,26.38,4.58,3.889
1,1,1,45.54,2.64,4.296
2,3,1,54.2,3.16,11.105
1,1,2,51.19,8.22,12.728
1,1,3,31.74,6.69,9.48
2,1,1,18.72,9.42,10.968
3,1,2,30.5,0.38,38.16
1,1,2,6.51,7.52,11.248
3,1,3,14.89,9.19,16.607
2,1,2,51.21,5.67,8.06
1,3,1,23.5,3.2,5.004
1,1,1,12.2,6.36,6.292
1,2,1,33.37,1.16,2.461
2,2,1,22.08,0.99,11.261
1,2,1,4.55,9.72,13.884
1,3,3,30.81,7.93,7.909
2,1,3,26.43,5.02,7.345
1,1,1,6.02,9.02,6.231
1,1,4,25.88,3.33,4.285
2,1,2,30.66,9.79,7.267
3,3,3,15.11,0.81,13.166
2,2,4,28.57,6.35,7.701
1,1,1,12.46,0.28,1.2
1,1,2,22.89,6.43,7.693
1,3,1,60.02,8.46,12.39
1,2,4,10.44,9.14,7.238
1,1,1,30.9,8.7,13.553
3,3,2,23.12,8.55,28.155
2,2,1,10.76,7.95,10.415
1,1,1,4.23,2.85,3.212
1,1,1,11.0,6.31,10.418
1,2,3,4.01,9.38,8.818
1,1,1,38.41,3.64,4.959
2,3,1,25.23,1.54,6.283
1,2,1,3.96,7.6,7.606
2,2,1,17.8,9.97,18.457
1,2,1,22.68,0.21,1.661
1,3,2,58.05,4.99,6.055
3,1,2,14.26,0.14,13.71
1,1,5,22.36,5.94,4.92
1,2,2,63.56,0.73,1.561
2,1,1,22.63,6.97,13.026
1,2,3,25.5,2.36,2.807
1,2,1,28.05,7.84,10.405
1,1,3,55.19,7.95,9.836
1,1,2,35.24,9.45,10.489
1,2,1,33.05,7.16,15.081
1,1,5,63.16,2.52,1.997
2,1,2,31.03,3.37,6.251
2,1,4,27.6,7.8,10.086
1,1,2,14.36,4.96,6.304
1,2,2,9.12,7.61,8.424
1,3,1,22.08,9.03,8.18
1,2,1,7.81,6.91,5.923
1,2,3,21.14,0.94,1.753
2,1,1,36.17,6.38,7.315
1,3,2,19.55,6.13,8.4
1,3,1,4.08,1.52,1.767
2,3,2,8.06,4.68,8.852
2,1,1,34.39,2.99,10.734
1,1,1,10.56,7.47,10.709
1,1,2,48.99,0.84,1.862
3,1,3,32.89,1.12,14.7
1,1,4,18.24,5.68,7.555
2,3,1,19.59,7.55,18.313
2,1,2,20.05,6.82,7.716
1,1,1,22.98,8.04,6.093
1,3,2,25.65,2.6,2.593
1,3,1,17.1,5.46,5.605
1,1,1,12.97,7.37,7.588
1,1,2,32.1,1.94,4.275
2,3,1,18.43,4.06,8.875
2,3,1,27.7,5.44,9.019
3,2,4,31.17,9.65,49.416
3,1,4,48.07,9.2,23.199
2,2,2,63.81,0.38,14.625
1,2,1,35.18,3.72,3.944
1,1,1,38.21,6.26,10.269
2,1,1,46.08,8.3,12.13
1,3,3,31.98,9.27,9.259
1,2,3,31.58,0.57,0.974
1,1,1,12.19,9.83,9.153
1,2,2,33.3,5.92,4.903
1,2,1,26.58,2.4,3.882
2,1,3,6.99,8.05,8.498
1,1,1,63.89,0.86,1.174
1,1,3,38.69,7.15,9.268
1,3,3,25.73,9.85,8.658
1,1,1,49.03,9.62,8.185
1,3,4,22.9,0.32,1.762
1,2,3,10.44,4.51,4.683
1,3,2,8.59,2.66,4.246
2,3,1,30.43,8.23,9.388
1,3,1,20.36,9.3,10.972
3,3,1,41.07,5.68,38.959
2,1,2,21.7,0.93,2.519
1,1,1,48.59,7.95,5.807
1,1,3,6.53,3.25,4.851
1,2,2,26.15,7.89,8.062
2,1,2,30.95,0.74,4.157
2,1,4,8.75,3.38,6.997
2,1,2,40.63,9.07,19.017
2,2,1,30.18,1.49,6.908
1,1,5,30.06,9.06,9.395
2,1,2,19.95,8.82,10.377
1,2,2,10.45,2.21,3.109
2,2,1,30.42,3.58,8.662
1,3,2,24.75,2.44,2.908
2,2,3,11.33,9.08,21.419
1,2,2,25.01,9.36,9.128
1,1,1,44.75,0.27,0.507
1,1,4,26.86,8.25,8.117
3,2,2,14.46,8.24,22.088
1,1,3,30.72,3.47,4.429
1,3,1,29.79,9.16,9.602
1,3,2,40.98,5.62,12.487
1,1,4,7.69,4.45,6.068
2,2,2,31.08,1.78,4.28
3,1,1,9.44,1.12,12.538
2,1,3,34.81,9.99,11.867
2,1,1,16.6,3.04,6.779
1,2,1,20.3,5.68,8.695
1,3,1,15.73,2.21,3.525
1,1,1,22.51,0.32,1.158
2,2,1,41.91,2.48,8.82
1,1,2,40.42,7.84,7.694
2,1,3,23.84,5.39,8.792
1,2,1,14.96,9.05,11.041
1,2,2,49.92,6.13,8.926
1,2,2,32.29,8.15,7.289
2,3,5,32.54,7.4,9.893
2,1,3,30.25,0.87,4.886
1,2,4,18.04,4.16,4.268
2,1,3,16.81,5.08,8.632
2,3,2,43.58,6.27,8.64
1,1,1,44.59,8.09,8.802
2,1,4,39.09,4.98,9.262
1,2,3,41.66,6.01,9.233
1,1,1,25.23,8.61,7.398
1,2,1,5.93,1.12,1.169
1,3,2,9.77,2.22,4.027
1,1,1,23.02,5.96,9.236
1,2,5,16.32,4.41,3.159
1,3,1,39.32,8.02,10.536
2,2,1,14.86,4.64,10.877
2,1,1,44.37,9.9,22.107
1,3,2,42.5,4.5,8.148
1,2,3,6.02,1.05,2.38
1,2,2,45.54,4.77,5.635
2,2,1,20.4,7.91,7.705
2,1,4,18.69,0.62,3.168
1,3,1,38.47,4.03,3.653
2,1,1,11.32,4.4,5.09
1,3,1,16.57,9.53,20.911
3,3,2,12.94,1.01,16.319
1,3,2,38.92,1.61,3.004
1,1,2,27.02,4.92,7.017
1,1,1,35.69,8.98,11.105
1,1,4,28.11,4.47,2.291
1,1,1,28.54,8.3,13.553
1,1,1,16.61,2.63,3.262
1,2,2,44.96,1.85,3.799
2,1,2,49.46,8.6,10.231
2,3,5,31.58,4.18,5.305
1,1,2,17.77,8.03,7.003
2,1,1,29.27,8.61,9.897
1,2,5,33.0,3.69,3.734
3,1,2,46.81,0.29,29.874
1,2,2,49.54,7.98,8.304
2,2,1,8.93,3.59,10.685
3,2,1,18.11,7.47,31.782
2,2,5,9.42,5.43,9.418
2,3,5,21.2,7.06,9.375
1,3,5,65.9,5.15,4.855
2,1,3,13.63,4.25,4.895
1,1,2,33.13,4.99,6.321
1,3,2,31.81,7.51,6.363
3,1,1,12.06,3.37,21.521
1,2,3,12.41,8.7,6.676
1,2,3,26.87,3.82,3.983
3,1,3,53.24,8.05,13.251
1,1,1,30.71,2.23,2.244
1,2,1,25.02,0.66,1.711
1,1,3,26.6,0.6,1.636
2,1,5,8.26,4.34,8.361
2,3,2,47.31,9.93,21.199
1,3,1,18.48,9.38,11.789
2,2,4,34.76,7.39,12.633
1,1,2,43.17,0.47,1.036
2,1,2,16.34,9.97,12.187
2,3,4,15.31,6.01,7.49
3,1,2,11.58,4.18,23.132
1,3,2,68.89,6.17,6.643
1,2,3,34.52,3.77,6.658
1,1,2,14.21,6.09,4.79
1,2,1,42.02,0.95,4.013
1,3,1,6.7,4.44,4.496
1,3,3,34.5,7.96,7.693
1,2,1,9.69,2.45,3.843
3,1,4,19.16,2.51,9.33
1,2,2,12.07,2.18,3.214
1,2,2,3.78,3.91,4.482
2,2,1,9.46,7.29,17.172
1,1,2,31.44,2.83,2.916
1,3,1,80.91,4.47,11.939
1,2,3,24.22,4.58,5.72
1,1,1,36.49,4.79,4.425
1,1,2,15.75,4.44,5.365
2,1,4,21.46,0.66,3.03
1,1,2,7.98,5.62,4.902
1,1,3,56.17,3.2,3.463
1,2,3,9.25,8.27,9.324
1,1,2,19.24,0.46,1.444
1,1,1,62.03,3.87,8.224
3,1,1,30.15,2.18,18.351
1,1,1,64.55,4.91,8.532
1,1,1,13.96,2.83,5.178
1,1,2,28.41,3.61,3.759
2,2,4,49.49,0.89,5.515
2,1,2,25.21,1.34,4.295
1,2,1,18.81,2.67,4.904
2,1,3,16.44,6.82,10.997
1,1,2,23.43,3.61,4.103
2,1,1,32.18,5.12,10.484
1,1,1,7.93,0.54,0.869
2,2,3,10.09,7.26,9.122
2,2,2,46.12,5.95,16.793
2,2,2,34.09,7.84,7.957
1,1,3,35.01,0.24,0.684
2,1,2,6.88,6.84,12.565
2,3,1,67.67,7.11,17.994
1,1,2,8.47,3.76,5.281
1,1,1,41.14,7.29,7.952
1,1,1,18.13,9.2,18.208
1,3,2,45.06,2.75,6.712
2,3,1,58.69,3.45,9.093
1,1,3,28.99,0.76,0.667
2,1,1,65.08,7.85,11.947
2,2,1,41.14,7.26,34.107
2,1,2,17.57,1.53,4.582
2,1,2,23.62,8.15,7.907
2,1,1,33.81,7.87,12.792
1,1,3,47.03,5.63,5.596
1,1,2,55.02,9.28,7.089
2,2,1,24.16,4.36,6.693
3,2,1,22.16,4.32,29.685
1,2,4,40.24,4.86,5.599
3,1,2,17.19,5.1,24.929
3,1,1,28.11,2.5,19.909
1,3,1,27.89,7.97,9.336
2,1,2,39.15,2.95,4.699
2,1,1,67.4,0.31,5.991
1,1,1,23.78,6.52,7.313
1,1,3,67.1,8.97,9.229
1,1,4,9.05,8.81,9.978
2,1,1,13.62,0.87,3.455
1,2,1,18.51,8.04,11.032
2,1,1,4.65,3.09,8.52
2,2,4,21.3,1.79,3.628
2,2,2,28.02,8.2,13.365
1,1,1,19.94,1.31,3.12
1,3,2,46.29,4.88,3.36
1,3,2,11.16,0.66,1.181
1,1,1,40.11,5.9,9.282
1,2,5,20.23,1.07,1.821
1,2,1,63.03,0.51,2.741
1,2,2,51.5,7.84,6.061
1,1,2,24.3,8.38,10.289
1,1,2,27.57,6.32,9.591
1,1,1,59.07,3.89,5.736
2,1,2,28.15,9.62,11.007
1,1,3,37.16,5.28,5.61
3,3,3,33.45,4.05,17.548
2,1,1,24.8,8.07,10.508
1,1,1,9.76,6.58,5.091
3,1,4,8.24,9.09,17.4
2,1,2,59.59,8.39,17.792
2,2,2,20.78,7.89,13.496
1,3,3,27.84,6.78,7.139
1,1,1,61.27,8.57,7.155
1,1,5,47.7,8.4,9.26
2,1,2,30.26,4.73,8.791
1,3,4,25.98,4.7,4.33
1,1,2,34.76,6.66,6.313
1,1,3,19.8,2.86,2.3
1,1,1,26.86,9.14,12.223
1,1,1,38.19,6.47,11.913
1,1,1,7.54,1.37,1.8
2,3,4,42.76,8.89,15.287
1,1,2,39.43,3.24,5.371
1,1,2,28.38,8.13,8.531
1,1,1,25.51,1.98,3.06
1,1,2,32.9,8.97,7.652
2,3,2,43.17,0.66,7.402
1,2,2,21.73,2.27,2.894
3,3,3,60.72,3.56,35.963
3,3,1,16.94,9.16,34.654
2,2,2,55.77,7.02,17.168
2,2,1,37.7,1.87,11.856
1,2,1,58.06,9.84,7.812
1,2,1,18.39,2.82,4.597
1,2,3,26.68,5.99,6.655
2,2,1,7.81,0.67,6.547
1,1,1,5.24,8.41,8.891
1,2,2,14.03,8.53,9.182
1,1,2,19.85,4.9,7.847
2,2,3,48.48,4.58,13.731
2,2,3,31.1,8.11,6.53
1,2,2,18.43,1.57,3.185
1,2,1,60.06,7.72,11.872
1,2,1,41.52,8.76,8.275
2,2,1,27.83,6.33,14.159
1,1,2,54.26,2.64,3.562
1,1,1,24.79,2.92,3.828
2,1,3,39.06,4.85,6.389
1,1,5,68.62,8.05,5.202
2,1,3,40.93,1.86,7.696
1,2,2,28.7,0.28,1.276
3,2,3,14.0,9.74,27.209
1,1,1,50.6,4.15,6.071
1,3,5,57.88,7.31,6.941
3,1,1,47.54,6.04,31.262
1,2,2,20.94,7.65,7.193
2,1,1,13.89,0.93,4.763
1,2,2,27.27,7.76,11.596
1,1,1,5.27,8.79,9.84
1,1,1,25.59,0.72,1.094
1,1,2,15.52,4.92,6.059
2,2,1,31.38,8.48,12.458
1,3,1,23.65,6.15,7.486
1,2,4,11.86,2.26,1.955
1,2,1,18.99,2.02,4.089
1,1,2,21.8,2.82,3.681
1,2,1,33.98,5.89,7.728
3,3,3,25.39,7.4,31.956
1,1,5,24.28,5.95,4.075
1,1,2,18.68,5.17,4.724
1,1,5,50.11,3.8,3.832
1,1,2,21.66,0.88,0.838
1,1,2,20.19,8.71,9.917
2,2,1,23.04,1.74,6.095
2,2,5,32.87,5.43,12.99
2,1,4,25.48,9.08,9.046
1,3,1,41.22,1.16,3.194
2,3,1,10.57,4.09,6.683
2,2,1,65.05,1.27,20.061
2,3,1,26.54,7.28,11.203
3,3,1,18.81,6.51,23.339
1,1,5,26.49,3.95,6.987
3,3,4,45.06,7.91,35.793
2,1,2,47.69,9.72,13.233
2,1,1,25.7,7.12,6.842
2,1,2,12.88,9.74,10.115
3,2,4,15.82,4.44,24.029
1,3,3,19.7,3.51,3.626
2,1,4,35.48,2.07,3.533
2,2,3,56.2,7.27,14.203
2,1,2,29.15,9.6,16.372
2,3,1,10.75,3.72,12.044
1,1,3,13.6,3.56,3.292
1,2,2,7.04,0.93,1.708
1,2,3,38.29,8.51,13.211
2,1,3,16.53,2.87,4.24
2,3,1,27.02,0.53,4.546
2,3,1,16.62,4.35,9.022
2,1,4,30.51,4.82,9.936
1,2,2,5.27,7.97,6.467
1,3,1,37.82,7.26,7.894
2,1,2,23.57,8.35,8.741
2,1,1,26.74,7.38,15.047
2,2,2,34.21,0.61,7.646
2,2,2,8.05,7.99,12.597
3,2,2,41.88,6.79,37.355
1,2,5,16.41,6.27,7.794
2,2,1,24.57,6.33,10.554
1,1,5,36.31,4.87,4.898
1,1,3,3.81,7.79,7.545
1,1,4,29.85,2.92,3.357
1,1,3,24.97,3.07,4.755
1,2,1,61.07,0.49,2.019
2,3,2,31.41,8.94,15.976
1,1,1,23.57,2.56,3.452
1,2,2,33.37,9.98,10.549
1,1,1,14.58,8.01,10.223
1,1,1,26.71,8.23,8.965
2,3,4,12.07,1.41,4.6
1,1,4,20.12,6.14,8.753
1,2,2,22.46,1.1,1.977
3,1,2,13.24,2.06,14.44
2,1,3,45.79,9.9,15.799
2,2,5,50.5,2.77,7.423
2,2,1,21.99,7.1,17.138
1,2,1,4.49,5.53,10.293
2,3,4,18.15,3.48,9.201
1,3,1,13.95,8.8,7.741
1,2,3,8.25,8.44,10.81
1,1,2,12.22,8.19,5.781
2,1,2,37.37,9.63,14.532
1,2,1,18.11,4.2,5.096
1,2,3,23.42,3.63,5.164
1,1,2,39.56,8.24,8.862
2,1,4,17.91,4.7,6.164
1,1,2,42.84,9.42,10.72
1,1,4,25.97,0.26,0.982
1,1,1,55.56,5.33,13.684
2,3,1,3.52,0.93,6.738
1,2,4,7.38,9.48,12.162
3,3,1,22.82,4.13,32.518
1,2,1,5.39,8.76,9.589
1,1,1,36.2,4.71,5.393
1,2,3,27.89,7.88,10.756
1,3,3,19.97,3.16,2.538
1,2,4,26.14,3.16,4.457
1,1,1,13.46,8.03,8.409
2,2,1,3.32,0.47,6.019
1,1,1,65.68,2.14,2.342
1,1,5,48.47,1.55,2.209
1,1,2,5.97,6.82,6.349
1,1,1,13.05,4.48,5.394
1,3,1,69.74,8.68,10.85
1,1,1,17.16,4.13,4.102
1,1,3,40.51,8.3,12.405
1,2,2,50.09,2.91,4.172
3,3,2,42.96,4.89,34.412
2,2,2,42.15,4.85,8.622
3,1,1,17.71,7.18,21.962
1,1,2,2.81,7.27,6.429
2,2,3,41.18,3.6,9.644
1,3,1,17.04,6.66,8.149
1,1,2,63.4,4.68,6.496
2,3,4,16.69,7.74,15.835
1,2,2,39.7,9.53,14.222
1,2,2,29.65,2.22,2.279
2,1,3,13.3,5.91,10.211
2,3,1,23.56,9.03,11.314
1,2,1,41.91,6.71,10.473
1,1,2,29.12,0.51,0.738
1,1,1,12.95,4.14,4.595
3,1,2,69.69,3.25,38.487
1,1,3,61.15,9.06,7.162
1,1,1,48.65,5.47,9.842
1,1,5,25.49,1.99,4.01
3,1,4,24.01,4.97,15.712
2,2,1,15.82,6.53,15.142
1,2,2,17.8,3.85,6.125
3,2,1,33.8,1.54,29.559
1,1,5,2.16,4.16,3.958
2,1,2,15.54,1.25,4.579
1,2,3,19.87,8.78,14.044
1,2,5,60.96,5.93,10.146
1,1,2,35.82,0.82,0.99
3,3,4,18.75,6.55,27.462
3,2,1,55.51,4.49,76.995
1,3,1,28.7,2.43,1.563
1,2,2,47.43,2.06,4.544
1,1,4,14.26,0.11,0.553
1,3,1,25.47,3.5,6.253
1,3,2,8.1,9.04,12.202
1,3,3,18.65,3.67,5.011
2,3,1,11.91,7.28,12.063
2,3,2,64.36,0.39,8.994
3,2,1,50.53,5.62,29.784
1,1,1,42.49,7.47,5.102
1,2,1,15.53,8.63,11.395
1,2,3,26.28,3.59,4.741
1,2,1,13.35,2.46,4.251
2,1,1,27.6,3.84,6.637
2,2,3,10.47,1.67,5.287
1,3,1,31.53,5.37,5.561
1,1,2,28.24,1.0,1.331
2,1,2,21.56,5.41,11.093
1,2,4,34.64,3.97,6.0
1,1,4,9.31,9.03,10.707
2,1,1,19.07,7.66,15.749
1,2,2,28.6,1.41,2.098
1,3,2,19.61,9.39,7.373
2,1,1,32.98,8.16,11.272
3,1,2,55.57,7.68,35.622
1,1,4,23.32,3.09,2.969
1,2,3,8.89,6.54,5.853
2,1,2,11.92,5.64,7.08
2,1,1,24.99,0.61,5.173
1,2,2,24.49,7.72,10.32
1,3,2,18.54,9.87,15.049
2,1,2,4.86,2.99,7.966
1,2,4,7.05,5.21,6.376
1,2,5,43.27,7.85,4.865
1,1,5,19.85,9.07,10.092
1,3,3,5.91,0.14,0.804
3,1,2,10.94,6.1,21.376
1,1,1,31.63,6.95,6.446
1,1,4,10.97,5.79,4.75
3,1,2,22.9,3.66,19.784
1,2,1,12.7,5.28,4.557
1,2,1,35.47,3.64,6.726
1,2,3,16.74,9.28,7.254
2,2,1,56.81,7.93,9.162
2,1,3,35.59,6.1,10.336
2,3,2,34.41,3.81,7.532
1,3,1,26.19,2.31,1.951
1,1,4,23.09,2.83,2.737
1,2,3,61.97,4.13,7.436
3,3,1,8.68,4.29,26.02
1,1,1,25.22,2.81,3.175
2,1,2,7.24,2.8,5.665
2,1,1,21.94,5.49,8.488
1,3,1,6.86,7.69,6.645
1,2,4,25.49,2.9,2.465
1,2,1,24.58,8.36,9.171
1,3,2,37.31,6.09,8.472
3,1,1,31.14,4.35,20.481
1,3,1,9.49,7.34,8.802
3,2,1,12.99,2.23,39.759
1,2,1,49.78,6.09,5.097
1,1,3,41.54,7.0,9.54
3,1,3,32.74,9.71,15.317
2,1,2,30.51,5.1,15.316
1,1,4,32.41,6.05,5.646
2,1,1,43.3,6.65,15.561
2,1,2,34.13,1.26,4.852
2,2,3,28.87,9.21,10.955
2,3,2,62.61,7.03,6.817
1,1,5,14.71,4.34,5.012
1,1,2,26.24,0.93,1.607
2,2,5,30.13,4.75,8.995
1,2,1,30.28,6.94,6.965
1,2,1,35.48,3.38,4.851
1,3,1,43.5,6.08,8.437
1,1,3,27.07,2.42,3.807
1,1,1,27.62,1.28,2.0
1,3,1,10.75,8.94,6.405
1,2,5,26.56,2.15,2.74
1,2,2,15.33,6.35,6.382
2,3,1,35.43,6.51,12.462
2,1,1,16.13,8.46,12.253
1,1,3,47.86,3.87,5.659
1,1,4,29.48,2.8,2.703
1,3,3,47.28,1.0,1.551
2,3,1,6.14,7.93,15.073
2,1,2,57.56,9.22,9.839
2,1,2,44.06,4.05,7.695
2,2,4,33.87,2.98,7.58
1,1,3,34.68,2.71,1.824
1,3,3,13.88,9.12,9.862
1,1,2,40.83,3.99,4.755
1,3,1,19.16,7.34,8.369
1,2,3,3.85,6.25,5.869
2,1,2,48.58,4.94,6.3
1,2,1,53.25,2.89,3.06
2,2,3,65.09,7.31,24.726
1,1,1,23.96,4.43,5.405
1,1,3,32.25,1.43,1.659
2,3,3,30.25,4.53,5.939
1,2,1,12.72,8.98,7.487
1,2,3,28.82,4.97,5.997
1,1,2,33.89,8.43,8.861
2,2,2,33.83,4.35,6.579
1,2,5,43.13,0.34,0.834
3,1,4,20.16,4.84,12.671
3,1,1,34.14,0.36,24.153
2,1,3,61.81,2.22,5.061
1,2,2,40.1,1.93,3.157
2,1,3,45.41,2.45,8.032
1,3,1,46.94,2.45,4.896
2,1,2,21.58,8.62,13.573
1,3,1,27.02,3.86,6.993
1,1,4,51.2,7.93,9.145
1,2,4,40.86,0.63,1.283
2,2,1,68.48,1.1,24.895
2,2,2,4.81,1.8,7.706
1,3,1,18.43,3.12,3.286
1,1,1,38.08,0.36,1.377
2,1,1,18.15,0.34,2.315
2,1,3,38.6,6.58,10.115
2,2,1,10.72,9.88,9.568
1,3,2,5.11,5.97,5.631
2,1,4,63.96,5.84,8.006
2,2,1,17.04,0.55,4.968
1,1,2,19.62,7.09,7.61
1,3,5,11.24,7.23,6.365
1,1,3,21.59,4.19,4.694
1,3,1,57.44,7.84,13.767
2,2,1,19.25,5.26,8.839
1,3,3,49.33,0.43,1.75
1,2,1,24.19,0.16,2.518
1,1,2,54.12,0.85,1.814
2,3,1,22.3,1.32,3.838
2,1,3,60.43,7.91,14.083
1,1,1,17.22,9.43,9.456
2,1,2,33.11,0.79,6.161
1,3,3,23.36,6.85,5.542
2,2,1,24.95,5.92,11.558
2,1,2,32.01,1.08,4.086
1,3,5,23.9,3.96,4.224
3,1,2,37.27,5.97,19.183
1,1,1,50.24,1.05,2.019
2,1,4,76.89,2.01,9.915
1,1,1,28.26,3.68,4.35
2,2,1,11.03,0.24,7.078
1,1,1,44.88,6.58,10.247
1,1,3,24.18,2.94,3.14
1,1,1,5.86,0.81,0.998
3,3,1,27.44,1.09,21.085
1,2,2,38.07,2.33,2.514
2,1,1,41.88,3.8,11.122
1,2,3,42.67,6.25,7.412
2,1,2,3.13,8.81,13.134
1,3,2,26.13,9.46,11.935
1,1,1,25.44,6.92,10.195
3,1,4,44.16,6.03,26.838
1,1,1,7.69,0.41,0.834
1,1,1,18.25,0.26,0.756
2,1,1,56.36,1.53,6.908
1,2,5,44.36,1.0,3.004
1,1,2,14.59,4.7,3.757
1,1,1,28.08,4.67,5.352
2,2,1,65.86,9.95,27.901
3,2,2,41.88,9.25,37.886
2,3,1,24.3,1.52,9.489
2,1,2,20.32,9.26,10.189
1,3,1,60.38,8.43,8.673
1,2,1,39.24,7.26,10.465
1,2,3,51.27,4.88,5.566
1,1,2,16.39,9.35,11.208
1,1,1,26.74,2.01,3.893
2,1,1,14.81,0.71,3.679
1,2,4,20.97,7.77,4.557
1,2,3,33.53,4.89,8.692
1,1,3,30.1,4.74,7.604
1,1,3,66.4,3.92,2.501
1,3,1,74.89,9.96,11.552
1,1,1,16.01,4.19,4.881
1,2,1,33.55,2.32,3.286
1,3,1,4.29,4.44,5.681
2,1,3,10.17,5.98,8.558
2,2,1,9.8,0.55,6.267
2,2,2,5.81,3.81,9.487
2,1,1,21.84,3.46,11.072
3,1,3,15.66,5.83,14.764
1,3,3,4.51,6.05,5.661
2,1,3,15.41,4.09,8.116
1,1,1,65.31,7.92,12.131
1,1,4,40.87,7.03,5.364
1,2,4,30.15,9.47,8.417
1,1,2,32.65,7.05,6.736
2,1,2,38.43,8.92,10.494
1,1,1,23.86,3.23,2.948
2,1,3,10.52,9.29,16.22
2,2,4,9.03,7.34,9.479
1,3,1,45.53,3.25,4.856
1,1,1,17.86,5.94,6.577
1,2,1,42.81,9.35,11.157
1,2,5,42.08,7.49,9.219
3,2,2,15.23,6.69,27.614
2,2,5,35.5,8.4,12.445
2,1,2,22.79,2.59,3.183
1,2,1,29.48,9.96,7.904
2,2,2,4.42,0.22,5.597
2,2,1,18.64,9.36,14.329
1,1,2,21.76,5.04,4.102
1,1,2,33.73,9.61,9.114
1,1,2,22.95,1.34,2.435
1,1,1,18.72,8.93,15.955
2,1,2,18.55,6.41,6.495
2,1,4,28.24,9.45,8.569
1,1,1,30.43,0.2,1.608
3,1,4,27.3,6.08,16.634
1,3,2,12.85,7.25,9.217
1,2,2,7.5,7.07,8.478
3,1,1,54.76,9.48,40.133
3,2,1,57.13,1.89,36.067
2,1,3,2.54,5.21,7.751
1,1,4,11.22,6.9,6.883
3,2,2,14.09,4.49,36.08
2,1,1,47.95,3.06,12.916
2,2,3,26.39,4.86,8.37
1,1,4,43.54,5.94,7.261
1,1,2,23.73,8.28,9.154
2,1,1,34.82,3.31,8.171
2,1,2,9.98,4.58,8.122
1,2,4,47.38,2.08,4.294
1,1,1,38.61,6.1,5.857
2,1,1,19.91,5.8,6.024
1,1,3,17.8,5.88,5.387
1,2,2,40.87,1.47,2.436
1,2,1,34.27,5.61,9.812
1,3,2,40.93,7.71,11.006
2,2,4,61.6,2.19,17.143
1,3,4,39.89,2.11,2.812
1,1,1,15.37,7.39,10.009
3,2,4,12.49,8.62,27.491
2,1,2,5.44,7.89,8.883
1,1,1,26.81,3.62,3.346
1,2,1,28.7,4.35,2.456
2,3,5,28.04,5.24,8.873
1,2,1,9.03,4.26,7.648
1,1,1,23.84,0.28,1.18
1,2,2,21.26,3.34,4.854
1,1,3,27.7,8.05,11.54
2,2,1,26.63,2.63,7.073
1,1,3,35.97,7.88,8.799
1,1,3,37.18,8.5,8.449
1,1,3,30.39,6.98,8.801
1,3,3,10.4,5.73,5.76
1,1,1,20.69,5.69,10.007
2,1,4,26.67,3.74,8.979
1,1,2,18.74,5.32,4.061
1,1,2,58.88,3.02,8.46
1,1,1,16.99,6.8,7.898
2,2,2,33.45,5.14,11.737
1,1,1,25.74,7.0,9.068
3,1,2,15.53,7.85,27.172
2,1,1,41.55,6.23,7.033
1,1,2,25.35,1.65,2.904
2,2,1,42.47,5.36,11.878
1,1,2,14.03,7.26,13.112
3,2,2,18.22,5.48,18.327
3,1,1,27.43,0.16,16.487
1,1,4,23.01,3.81,3.569
